Country Name,Indicator Name,2013,2014,2015,2016,2017,2018
Central Europe and the Baltics,General government final consumption expenditure (% of GDP),18.21917676,18.16089973,17.87353779,18.0376595,17.94682435,18.11431827
Switzerland,General government final consumption expenditure (% of GDP),11.41257917,11.48163647,11.53756702,11.51496174,11.5093915,11.26492075
Channel Islands,General government final consumption expenditure (% of GDP),,,,,,
Chile,General government final consumption expenditure (% of GDP),12.78558422,13.22632598,13.59211772,14.34266762,14.6487132,14.85647376
China,General government final consumption expenditure (% of GDP),15.88401589,15.81704465,16.21788677,16.36375556,16.32486222,16.53580834
Cote d'Ivoire,General government final consumption expenditure (% of GDP),,,8.74234998,9.227284828,9.604404302,9.397655543
Cameroon,General government final consumption expenditure (% of GDP),12.26440519,12.05893304,12.25388558,12.12434562,11.68042445,11.92001884
"Congo, Dem. Rep.",General government final consumption expenditure (% of GDP),8.18503982,8.321767277,9.056194741,7.437957422,5.45682326,6.317593895
"Congo, Rep.",General government final consumption expenditure (% of GDP),14.0730174,16.74018348,20.19043707,22.79309595,19.2923517,14.5945705
Colombia,General government final consumption expenditure (% of GDP),14.09732346,14.24375052,14.81162979,14.54128472,14.88064263,15.42148086
Comoros,General government final consumption expenditure (% of GDP),9.326758199,10.27523237,10.59190468,10.61491606,10.82377663,10.22968894
Cabo Verde,General government final consumption expenditure (% of GDP),18.75096577,19.79243317,20.25923471,19.83164452,17.76753513,18.12912335
Costa Rica,General government final consumption expenditure (% of GDP),17.13018914,17.01130325,16.96024191,16.70867908,16.35817465,16.19573389
Caribbean small states,General government final consumption expenditure (% of GDP),,,,,,
Cuba,General government final consumption expenditure (% of GDP),32.44672577,32.40676453,32.20593805,31.89558936,30.8380915,30.04497751
Curacao,General government final consumption expenditure (% of GDP),13.98878986,15.57718035,15.68530249,16.04588244,16.21310562,
Cayman Islands,General government final consumption expenditure (% of GDP),,,,,2.013835683,2.1113327
Cyprus,General government final consumption expenditure (% of GDP),18.40596627,16.7364505,16.29890249,15.17902561,14.77321141,14.53373099
Czechia,General government final consumption expenditure (% of GDP),19.72313002,19.33226501,18.91525406,18.96218641,18.75827057,19.40531101
Germany,General government final consumption expenditure (% of GDP),19.63092464,19.58902519,19.6917566,19.90120393,19.84044246,19.88283885
Djibouti,General government final consumption expenditure (% of GDP),19.6715888,19.09348534,19.91112023,22.22990771,21.77355362,21.3501237
Dominica,General government final consumption expenditure (% of GDP),19.85877806,20.47545139,21.34877636,19.08189893,24.07842692,27.39071221
Denmark,General government final consumption expenditure (% of GDP),26.00748763,25.78565204,25.46919943,24.86850637,24.41208314,24.27535142
Dominican Republic,General government final consumption expenditure (% of GDP),10.44833449,10.47128994,10.28874596,10.3026904,10.93864349,10.85985699
Algeria,General government final consumption expenditure (% of GDP),19.13577367,19.53101872,21.56034584,20.88986154,18.95041188,17.25792953
East Asia & Pacific (excluding high income),General government final consumption expenditure (% of GDP),15.13956071,15.13001809,15.54918631,15.60009537,15.51496177,15.73125017
Early-demographic dividend,General government final consumption expenditure (% of GDP),13.55733733,13.92687482,14.25182809,13.77920629,13.60882466,13.46185032
East Asia & Pacific,General government final consumption expenditure (% of GDP),16.40542145,16.29221763,16.38004939,16.52501856,16.35422958,16.5249044
Europe & Central Asia (excluding high income),General government final consumption expenditure (% of GDP),16.56336535,16.10959315,15.71866465,16.36001994,16.26719936,16.05002917
Europe & Central Asia,General government final consumption expenditure (% of GDP),20.05117108,19.92777251,19.66370707,19.74864279,19.50958628,19.42827059
Ecuador,General government final consumption expenditure (% of GDP),14.00538816,14.29615603,14.42952263,14.60569393,14.57125691,14.71635784
"Egypt, Arab Rep.",General government final consumption expenditure (% of GDP),11.35239733,11.84976526,11.75989198,11.42688418,9.579036626,7.942222794
Euro area,General government final consumption expenditure (% of GDP),21.26133462,21.1260375,20.79452633,20.72049738,20.50971348,20.42902713
Eritrea,General government final consumption expenditure (% of GDP),,,,,,
Spain,General government final consumption expenditure (% of GDP),19.90649344,19.67184062,19.51753654,19.10078785,18.66344026,18.71440094
Estonia,General government final consumption expenditure (% of GDP),18.64479019,18.73089419,19.57688494,19.72445628,19.2571005,19.12917373
Ethiopia,General government final consumption expenditure (% of GDP),8.955473678,9.249591844,9.013788576,11.1344515,11.10920751,10.25048168
European Union,General government final consumption expenditure (% of GDP),21.32616304,21.18770419,20.84256016,20.80512482,20.58355826,20.51202777
Fragile and conflict affected situations,General government final consumption expenditure (% of GDP),13.19887281,13.51842428,12.88888277,13.06221155,12.93236064,13.42755782
Finland,General government final consumption expenditure (% of GDP),24.53639127,24.50736357,24.38441706,23.67114446,22.78734959,22.90137153
Fiji,General government final consumption expenditure (% of GDP),18.93793662,19.99992931,20.15249208,18.94106134,19.28069889,20.39216052
France,General government final consumption expenditure (% of GDP),24.11168771,24.12589283,23.80787761,23.73238072,23.64400442,23.27159496
Faroe Islands,General government final consumption expenditure (% of GDP),30.4001059,28.86247463,28.25778137,27.65785555,27.56619403,28.40504996
"Micronesia, Fed. Sts.",General government final consumption expenditure (% of GDP),,,,,,
Gabon,General government final consumption expenditure (% of GDP),14.4562196,14.84946913,14.81639805,14.64120171,13.23170516,10.56580371
United Kingdom,General government final consumption expenditure (% of GDP),20.1350393,19.88032168,19.5058506,19.13345647,18.60952092,18.46464047
Georgia,General government final consumption expenditure (% of GDP),14.0180673,14.27162318,14.29085015,15.30834915,13.85323442,13.20757678
Ghana,General government final consumption expenditure (% of GDP),8.783172846,8.267793265,7.680490894,7.886931214,6.957052059,7.10478049
Gibraltar,General government final consumption expenditure (% of GDP),,,,,,
Guinea,General government final consumption expenditure (% of GDP),18.87341802,17.79314522,19.50189414,16.88354427,15.27602158,15.48190477
"Gambia, The",General government final consumption expenditure (% of GDP),9.274769761,8.836798403,8.326579387,8.446617063,7.866855086,6.824780047
Guinea-Bissau,General government final consumption expenditure (% of GDP),7.122181967,13.82785134,11.32588431,9.822291822,9.296819821,12.62352003
Equatorial Guinea,General government final consumption expenditure (% of GDP),15.40494225,15.88594502,21.78350878,25.20850662,23.69493699,23.52783741
Greece,General government final consumption expenditure (% of GDP),20.72379436,20.5865958,20.64952587,20.61262606,20.49330163,19.77554833
Grenada,General government final consumption expenditure (% of GDP),,,,,,
Greenland,General government final consumption expenditure (% of GDP),47.85304553,45.84038618,44.19881288,42.34376115,42.4119306,43.14239665
Guatemala,General government final consumption expenditure (% of GDP),11.28794861,11.25538493,11.08810853,10.44035279,10.57282301,11.12025855
Guam,General government final consumption expenditure (% of GDP),,,,,,
Guyana,General government final consumption expenditure (% of GDP),,,,,,
High income,General government final consumption expenditure (% of GDP),18.12827999,17.95804054,17.5990837,17.52208762,17.28986169,17.29295503
"Hong Kong SAR, China",General government final consumption expenditure (% of GDP),9.286420787,9.478563101,9.642869056,9.956363893,9.830272171,9.925129495
Honduras,General government final consumption expenditure (% of GDP),16.73381325,15.33231155,14.30524677,14.11393609,13.49841646,13.46225149
Heavily indebted poor countries (HIPC),General government final consumption expenditure (% of GDP),10.91839953,11.09768198,11.14483522,10.95901554,10.69180691,11.00558556
Croatia,General government final consumption expenditure (% of GDP),21.68958932,22.00426052,21.28231271,20.81684328,20.69668489,20.73685152
Haiti,General government final consumption expenditure (% of GDP),7.191184726,7.664002538,8.257802913,8.209290174,7.897687461,8.263430719
Hungary,General government final consumption expenditure (% of GDP),19.72300715,19.99449042,19.7138882,19.96110606,20.19282003,19.69256484
IBRD only,General government final consumption expenditure (% of GDP),15.33865628,15.29315718,15.46396009,15.53925336,15.47859272,15.46384913
IDA & IBRD total,General government final consumption expenditure (% of GDP),14.97424371,14.90688431,15.04071141,15.09672417,15.04748223,15.06005518
IDA total,General government final consumption expenditure (% of GDP),9.91328831,9.81689085,9.793675716,9.68183736,9.428132601,9.642323723
IDA blend,General government final consumption expenditure (% of GDP),9.549550549,9.131634742,9.288862554,9.366507638,8.932161266,9.216987711
Indonesia,General government final consumption expenditure (% of GDP),9.517719963,9.425025719,9.74941377,9.52781009,9.120571152,9.021231804
IDA only,General government final consumption expenditure (% of GDP),10.22934008,10.49172828,10.28527097,9.986811641,9.87507701,10.04131546
Isle of Man,General government final consumption expenditure (% of GDP),,,,,,
India,General government final consumption expenditure (% of GDP),10.29516014,10.44085681,10.42829071,10.30854807,10.76719895,10.82321853
Not classified,General government final consumption expenditure (% of GDP),,,,,,
Ireland,General government final consumption expenditure (% of GDP),17.13541586,16.39721993,12.50573807,12.76564612,12.32347349,12.01402702
"Iran, Islamic Rep.",General government final consumption expenditure (% of GDP),12.97393921,12.82012598,15.56882322,15.78069475,16.06231264,15.80691392
Iraq,General government final consumption expenditure (% of GDP),17.45537994,18.00263662,18.66609857,18.38922825,16.30525167,15.87948985
Iceland,General government final consumption expenditure (% of GDP),24.35010654,24.12390602,23.42735463,23.00974929,23.67726419,24.14720819
Israel,General government final consumption expenditure (% of GDP),22.1080415,21.9720591,21.90375031,21.9302182,22.07101367,22.35236181
Italy,General government final consumption expenditure (% of GDP),19.80720772,19.53901351,19.11034189,19.02656631,18.83009074,18.88086607
Jamaica,General government final consumption expenditure (% of GDP),15.50035752,14.51828389,13.81600155,13.83993876,13.38277859,13.4379512
Jordan,General government final consumption expenditure (% of GDP),18.26457699,18.22120457,17.82326069,17.25056419,16.94537194,16.74389605
Japan,General government final consumption expenditure (% of GDP),19.85437013,19.92617736,19.61774414,19.6572481,19.41179555,19.56367433
Kazakhstan,General government final consumption expenditure (% of GDP),10.17335661,10.68967628,11.63272615,11.63085341,10.53594178,8.321200707
Kenya,General government final consumption expenditure (% of GDP),11.842626,11.74249459,12.72668008,12.60976863,12.33507902,12.3486894
Kyrgyz Republic,General government final consumption expenditure (% of GDP),18.44699106,17.47333377,17.7553733,17.43415086,17.13017203,17.16970011
Cambodia,General government final consumption expenditure (% of GDP),5.612738352,5.493939062,5.397979837,5.209980457,5.123498321,4.926273171
Kiribati,General government final consumption expenditure (% of GDP),61.48133191,70.89109894,62.88941318,68.6700698,66.10882114,74.65228137
St. Kitts and Nevis,General government final consumption expenditure (% of GDP),,,,,,
"Korea, Rep.",General government final consumption expenditure (% of GDP),14.97654181,15.22522234,15.08352973,15.24002234,15.41897247,16.05172731
Kuwait,General government final consumption expenditure (% of GDP),16.38683109,17.75546669,24.1917658,25.70600532,24.42126979,23.05434935
Latin America & Caribbean (excluding high income),General government final consumption expenditure (% of GDP),16.2363744,16.37187311,16.67616203,16.84841388,16.76608218,16.2566007
Lao PDR,General government final consumption expenditure (% of GDP),17.07394676,15.18054866,15.10665451,13.97094291,,
Lebanon,General government final consumption expenditure (% of GDP),12.92733628,12.74596541,12.53174443,12.98414909,13.20871798,15.336853
Liberia,General government final consumption expenditure (% of GDP),,,,,,
Libya,General government final consumption expenditure (% of GDP),31.66303846,42.64739927,50.83646534,48.41951,40.26669402,35.33794002
St. Lucia,General government final consumption expenditure (% of GDP),,,,,,
Latin America & Caribbean,General government final consumption expenditure (% of GDP),15.69557644,15.94553162,16.24851104,16.41986615,16.40792409,15.90591498
Least developed countries: UN classification,General government final consumption expenditure (% of GDP),11.78981572,11.50912905,10.86462261,10.14231642,10.08769706,10.0285716
Low income,General government final consumption expenditure (% of GDP),10.50222418,10.86983007,10.49330482,10.71176053,11.02354816,11.80207281
Liechtenstein,General government final consumption expenditure (% of GDP),,,,,,
Sri Lanka,General government final consumption expenditure (% of GDP),,,8.910656347,8.170284441,7.853227954,8.609156897
Lower middle income,General government final consumption expenditure (% of GDP),11.72734734,11.48470759,11.5619132,11.38260025,11.37762344,11.17625163
Low & middle income,General government final consumption expenditure (% of GDP),15.02217061,14.91662182,15.07051712,15.11360263,15.05175783,15.04761442
Lesotho,General government final consumption expenditure (% of GDP),40.55352451,38.83812127,36.94290695,39.62419307,39.68057009,38.08969644
Late-demographic dividend,General government final consumption expenditure (% of GDP),16.30872299,16.22766223,16.41440431,16.6176558,16.54420376,16.49070759
Lithuania,General government final consumption expenditure (% of GDP),16.65649102,16.61376488,17.21267333,16.99889807,16.29869097,16.37180929
Luxembourg,General government final consumption expenditure (% of GDP),16.3503423,16.05145356,15.96816419,15.6742178,16.21936089,16.80366668
Latvia,General government final consumption expenditure (% of GDP),17.85817493,17.97443744,18.3664409,18.13640471,18.29027128,18.18736623
"Macao SAR, China",General government final consumption expenditure (% of GDP),6.500720116,7.098030631,9.668953707,10.39895211,9.719419325,9.421824268
St. Martin (French part),General government final consumption expenditure (% of GDP),,,,,,
Morocco,General government final consumption expenditure (% of GDP),18.32857502,19.10512115,18.15643728,18.36172571,17.98197398,17.99576151
Monaco,General government final consumption expenditure (% of GDP),,,,,,
Moldova,General government final consumption expenditure (% of GDP),15.30613403,13.90793123,13.69943471,14.37699286,14.75557079,14.28116232
Madagascar,General government final consumption expenditure (% of GDP),15.64666967,15.80000246,15.1403202,14.7612913,16.12256698,13.60330525
Maldives,General government final consumption expenditure (% of GDP),,18.79129836,18.17048255,17.78846558,14.72597573,14.78209829
Middle East & North Africa,General government final consumption expenditure (% of GDP),17.17181462,18.32237822,20.21172679,19.28340514,18.8409858,18.4882041
Mexico,General government final consumption expenditure (% of GDP),12.19138729,12.19496198,12.3171959,12.01041305,11.6165964,11.57032778
Marshall Islands,General government final consumption expenditure (% of GDP),54.11850023,52.2113117,55.91618018,56.13448853,55.10345029,57.7062084
Middle income,General government final consumption expenditure (% of GDP),15.0792803,14.97179845,15.13829449,15.17692791,15.11084205,15.07822012
North Macedonia,General government final consumption expenditure (% of GDP),17.50479686,17.11233798,16.97635226,15.43002211,14.92074175,14.28372559
Mali,General government final consumption expenditure (% of GDP),16.8780502,16.25652969,16.37155075,16.24060159,16.18425042,15.87721984
Malta,General government final consumption expenditure (% of GDP),18.76187959,18.5119585,17.08763892,15.83136485,14.5760753,15.49696754
Myanmar,General government final consumption expenditure (% of GDP),16.93740737,19.99922673,20.96328599,19.81981714,19.04864015,18.39860453
Middle East & North Africa (excluding high income),General government final consumption expenditure (% of GDP),15.83048796,16.30049427,17.19700348,17.11740217,16.73981959,16.0755685
Montenegro,General government final consumption expenditure (% of GDP),19.47689816,19.37276202,19.19588717,19.61172036,18.42626732,18.50445945
Mongolia,General government final consumption expenditure (% of GDP),13.45712552,13.0170101,14.87177395,15.95529534,13.92886635,12.69298481
Northern Mariana Islands,General government final consumption expenditure (% of GDP),,,,,,
Mozambique,General government final consumption expenditure (% of GDP),23.46482514,26.47069067,25.92734012,26.36285392,24.6493677,21.83751054
Mauritania,General government final consumption expenditure (% of GDP),11.68702157,13.63358497,14.61777659,13.44050064,13.38125033,12.9844028
Mauritius,General government final consumption expenditure (% of GDP),14.34960825,14.34466256,14.18980558,14.88271302,14.45075826,14.56243113
Malawi,General government final consumption expenditure (% of GDP),,,,,,
Malaysia,General government final consumption expenditure (% of GDP),13.71540152,13.32874807,13.0865608,12.5648978,12.19259187,11.9694463
North America,General government final consumption expenditure (% of GDP),15.59592974,15.14777792,14.8452268,14.7580679,14.52105831,14.48242372
Namibia,General government final consumption expenditure (% of GDP),27.94002948,27.72688884,27.22858259,26.98734923,25.60391294,25.36752447
New Caledonia,General government final consumption expenditure (% of GDP),24.15897749,23.4297618,23.83430054,24.46564204,23.51495238,
Niger,General government final consumption expenditure (% of GDP),15.29628751,17.93910466,16.49756097,15.26999765,15.46192922,15.20883046
Nigeria,General government final consumption expenditure (% of GDP),7.15521853,6.464486129,5.935159057,5.384281786,4.403315163,5.60432946
Nicaragua,General government final consumption expenditure (% of GDP),13.76206593,14.27969248,14.05230826,14.46115815,14.41057838,14.80258596
Netherlands,General government final consumption expenditure (% of GDP),25.78887841,25.68124963,24.97855097,24.6834487,24.31646314,24.36875555
Norway,General government final consumption expenditure (% of GDP),20.97905243,21.72275961,23.09785083,24.21882296,23.80576226,23.11293942
Nepal,General government final consumption expenditure (% of GDP),7.53433761,8.001141444,8.811996997,7.926018484,8.518538322,8.061536277
Nauru,General government final consumption expenditure (% of GDP),,,,,,
New Zealand,General government final consumption expenditure (% of GDP),18.74197248,18.77323114,18.49651445,18.14642922,17.91894988,18.22839621
OECD members,General government final consumption expenditure (% of GDP),18.06794678,17.83894614,17.41421967,17.40907527,17.1867293,17.20727462
Oman,General government final consumption expenditure (% of GDP),18.89712091,21.61558576,24.63827017,26.12490047,24.52861747,21.55866303
Other small states,General government final consumption expenditure (% of GDP),17.22468367,17.65256893,20.42921938,20.01624196,18.94474755,18.13311727
Pakistan,General government final consumption expenditure (% of GDP),11.00311696,10.76299808,10.9725341,10.60895585,10.75374079,10.99362564
Panama,General government final consumption expenditure (% of GDP),10.71274279,10.04138506,10.28547765,10.97142522,11.41959208,
Peru,General government final consumption expenditure (% of GDP),11.50093091,12.40209038,12.96557338,13.1636888,13.2122752,13.07744249
Philippines,General government final consumption expenditure (% of GDP),10.81695502,10.56117268,10.91164166,11.2579676,11.32336631,12.04278365
Palau,General government final consumption expenditure (% of GDP),,,,,,
Papua New Guinea,General government final consumption expenditure (% of GDP),,,,,,
Poland,General government final consumption expenditure (% of GDP),18.42237962,18.34639576,18.01980682,17.95090128,17.69397123,17.65069085
Pre-demographic dividend,General government final consumption expenditure (% of GDP),11.84768921,11.23851954,10.71830984,10.37017941,9.917790504,10.34225263
Puerto Rico,General government final consumption expenditure (% of GDP),10.33616398,10.76920674,8.803149682,8.24609174,8.755818281,7.976180217
"Korea, Dem. People's Rep.",General government final consumption expenditure (% of GDP),,,,,,
Portugal,General government final consumption expenditure (% of GDP),18.84809627,18.39846456,17.85068282,17.58787723,17.18473869,16.97712782
Paraguay,General government final consumption expenditure (% of GDP),11.2997504,11.54884576,11.80317505,11.36299067,11.10767878,11.5202343
West Bank and Gaza,General government final consumption expenditure (% of GDP),25.02090193,25.18424269,25.01001975,23.53265738,20.75086806,21.99107922
Pacific island small states,General government final consumption expenditure (% of GDP),22.31673923,22.93337232,22.90014735,21.81853284,21.61988771,22.68439949
Post-demographic dividend,General government final consumption expenditure (% of GDP),18.25614449,18.00549989,17.56664143,17.53148663,17.31249214,17.3187382
French Polynesia,General government final consumption expenditure (% of GDP),,,,,31.25552788,30.72488362
Qatar,General government final consumption expenditure (% of GDP),14.55574074,15.46715304,20.22727947,19.5437309,17.61143004,16.28098884
Romania,General government final consumption expenditure (% of GDP),14.25886423,14.42514641,13.91528883,15.22983676,15.74915423,16.66058779
Russian Federation,General government final consumption expenditure (% of GDP),18.67530215,18.02733139,17.76538922,18.46591938,18.21680865,17.71037832
Rwanda,General government final consumption expenditure (% of GDP),12.86426971,14.28024659,13.84857796,15.06894481,15.00748483,14.74853506
South Asia,General government final consumption expenditure (% of GDP),9.956301058,10.06792031,10.0762139,9.896987642,10.29079687,10.34668438
Saudi Arabia,General government final consumption expenditure (% of GDP),22.23288894,25.71181029,29.32163744,25.01030162,23.5331588,23.60056267
Sudan,General government final consumption expenditure (% of GDP),6.398751494,6.08247266,6.174441364,5.588456456,6.429600977,6.714043305
Senegal,General government final consumption expenditure (% of GDP),14.59971728,14.73462152,14.29927726,14.03128101,13.63397157,13.78463079
Singapore,General government final consumption expenditure (% of GDP),9.744217727,9.631032022,10.19090832,10.25742891,10.19122886,9.978490664
Solomon Islands,General government final consumption expenditure (% of GDP),30.55943088,30.51886745,29.56519219,29.08321477,25.97991857,26.83251473
Sierra Leone,General government final consumption expenditure (% of GDP),8.705789747,7.145572373,10.16552102,11.83276414,10.46516568,9.240564609
El Salvador,General government final consumption expenditure (% of GDP),16.30588205,15.95416729,16.49744179,16.31643933,16.1331092,16.10965822
San Marino,General government final consumption expenditure (% of GDP),,,19.99053538,19.69662985,19.86710885,19.41127523
Somalia,General government final consumption expenditure (% of GDP),5.942757265,6.348258707,6.148078725,7.065413806,8.664646104,8.452868852
Serbia,General government final consumption expenditure (% of GDP),17.89824964,18.05345858,16.4115099,15.99766565,16.14050024,16.53963166
Sub-Saharan Africa (excluding high income),General government final consumption expenditure (% of GDP),12.9293455,12.3163802,11.97510691,11.85843548,11.84632978,11.99574198
South Sudan,General government final consumption expenditure (% of GDP),,,,,,
Sub-Saharan Africa,General government final consumption expenditure (% of GDP),12.93930229,12.32443166,11.98443447,11.86917139,11.85643548,12.00496989
Small states,General government final consumption expenditure (% of GDP),17.10839471,17.46587337,19.67769451,19.45349039,18.59500956,17.98788883
Sao Tome and Principe,General government final consumption expenditure (% of GDP),,,,,,
Suriname,General government final consumption expenditure (% of GDP),,,,,,
Slovak Republic,General government final consumption expenditure (% of GDP),18.0758936,18.35802028,18.54937111,18.88025079,18.89705355,18.64891933
Slovenia,General government final consumption expenditure (% of GDP),19.6408394,18.88801043,18.82314255,19.0355604,18.45268058,18.24690064
Sweden,General government final consumption expenditure (% of GDP),26.19657826,26.08433328,25.71819541,26.36538679,26.02241165,26.05938812
Eswatini,General government final consumption expenditure (% of GDP),18.55875307,19.27567191,21.95792169,24.50428189,25.15438565,23.06643903
Sint Maarten (Dutch part),General government final consumption expenditure (% of GDP),,,,,,
Seychelles,General government final consumption expenditure (% of GDP),26.46910016,23.27949232,23.18286467,23.27847857,22.94326243,22.14716162
Syrian Arab Republic,General government final consumption expenditure (% of GDP),19.11439645,19.62393642,16.72353037,16.72889424,16.4912084,15.96326334
Turks and Caicos Islands,General government final consumption expenditure (% of GDP),,,,,,
Chad,General government final consumption expenditure (% of GDP),7.92415727,6.225829377,5.1450878,4.211686912,4.32522476,3.603393277
East Asia & Pacific (IDA & IBRD countries),General government final consumption expenditure (% of GDP),15.13960356,15.130064,15.54925498,15.6001518,15.51501501,15.73129594
Europe & Central Asia (IDA & IBRD countries),General government final consumption expenditure (% of GDP),16.73136466,16.37197817,16.01072316,16.58145911,16.49421845,16.39030038
Togo,General government final consumption expenditure (% of GDP),11.95452196,13.11467012,14.26137566,13.82500289,12.85193186,13.20258493
Thailand,General government final consumption expenditure (% of GDP),16.36348545,16.91636111,17.12115127,16.86518276,16.29840379,16.17396643
Tajikistan,General government final consumption expenditure (% of GDP),13.29732523,14.03984078,11.55895311,11.75682557,11.38648204,11.22106638
Turkmenistan,General government final consumption expenditure (% of GDP),6.062857501,6.583954081,7.40788035,7.380344885,7.79708005,
Latin America & the Caribbean (IDA & IBRD countries),General government final consumption expenditure (% of GDP),15.56906161,15.81585034,16.12822386,16.31274744,16.29948221,15.78409245
Timor-Leste,General government final consumption expenditure (% of GDP),62.34609675,65.67638151,58.7895394,55.26596258,54.74495187,56.26551622
Middle East & North Africa (IDA & IBRD countries),General government final consumption expenditure (% of GDP),15.75250411,16.22116256,17.11908822,17.04833414,16.69447863,16.00410422
Tonga,General government final consumption expenditure (% of GDP),20.05424369,20.18333341,21.31645553,20.42494777,20.06361406,19.22100105
South Asia (IDA & IBRD),General government final consumption expenditure (% of GDP),9.956301058,10.06792031,10.0762139,9.896987642,10.29079687,10.34668438
Sub-Saharan Africa (IDA & IBRD countries),General government final consumption expenditure (% of GDP),12.93930229,12.32443166,11.98443447,11.86917139,11.85643548,12.00496989
Trinidad and Tobago,General government final consumption expenditure (% of GDP),,,,,,
Tunisia,General government final consumption expenditure (% of GDP),17.30274422,17.71245132,17.9055747,18.71925732,19.12451047,18.38802324
Turkiye,General government final consumption expenditure (% of GDP),14.01838471,14.01997975,13.80517246,14.73321297,14.38025542,14.68463105
Tuvalu,General government final consumption expenditure (% of GDP),,,,,,
Tanzania,General government final consumption expenditure (% of GDP),10.04560331,9.86779141,9.927294047,9.066506338,8.503471163,8.112586425
Uganda,General government final consumption expenditure (% of GDP),7.098083472,7.428901804,8.95453399,7.351946844,8.00943503,8.63607273
Ukraine,General government final consumption expenditure (% of GDP),18.89795272,18.66577605,18.92414752,18.60204321,20.68346355,20.77174914
