,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Armenia,ARM,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3064997,18.50922324,18.54669719,17.19368198,11.54304603,11.32299122,11.34300916,11.47718311,11.29209705,12.23046955,10.7986681,10.34133848,9.169041823,9.384795808,9.356232102,9.710011798,9.26564058,9.398191982,9.395905687,12.28372598,12.04370773,11.91029326,10.90996389,11.93506543,12.08585349,13.11159781,13.45415852,12.31855199,11.48669032,12.5645601,14.96861824,15.79310357,14.70223554
American Samoa,ASM,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9311266,16.22409611,18.27210553,17.98289959,17.30996316,18.56789571,19.16142193,17.29562567,19.47439041,22.00261048,18.52292336,18.32261494,16.46270818,15.01748414,15.31408258,17.76334819,19.52968349,17.86238227,17.54448792,17.58409314,17.17289829,16.71704779,16.26094257,15.74150377,16.02747333,15.25335574,15.20054647,18.70720737,,
Australia,AUS,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,11.09372178,11.31785592,11.96874297,11.67845258,11.36887676,11.88720735,12.80452793,12.77362864,13.60197199,13.05223949,13.1689473,13.90320024,14.40917662,14.60829771,14.44617475,16.79156843,17.87663919,17.45665461,17.83300653,17.36238011,17.21478928,17.81014328,17.73951415,18.65265825,18.3172348,19.24736297,19.42598002,19.36728665,18.45919216,17.78347996,17.64136118,18.63148264,19.49566372,19.37578084,18.8126981,18.63569256,18.57833202,18.26498128,18.25939377,18.67480544,18.46970521,18.47598515,18.29031499,18.35506432,18.24448253,18.3239524,18.23949048,18.10529237,18.02200393,18.35361594,18.75566039,18.58131998,18.81665885,18.77073709,18.68913804,19.09844422,19.86922773,19.82160848,19.89569285,20.26052431,21.74207149,22.30194975,22.01480175
Austria,AUT,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,14.31539888,14.39301142,14.244571,14.68674644,15.34854029,16.78997773,17.18176937,17.0109077,17.65621422,17.52209422,17.53414406,17.96470489,18.3466781,18.34632148,18.38873109,18.5778439,18.78543829,18.75208226,18.51350525,18.18598605,17.97567387,18.15779555,18.48991169,19.30041587,19.44436614,19.58965793,19.5657433,19.60079112,19.55305467,19.84366687,19.21971656,18.97616815,18.83869652,18.97963991,18.89135907,19.34627342,19.25829027,18.74479207,19.27213096,20.68421348,20.49254767,19.89656809,19.86069237,19.91594275,19.80284204,19.76169058,19.65110116,19.48926401,19.33938252,19.45938755,21.06954584,21.69015843,20.50616024
Azerbaijan,AZE,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.59890859,19.42365269,17.71954939,30.14012739,23.51118228,12.7940763,12.01785845,12.61121489,15.15724002,15.61283145,15.15016638,13.64662503,12.40412371,12.38928147,12.90004924,10.42204033,8.539864079,9.660266921,8.495111767,11.12340772,10.88143177,10.12768327,10.52596006,10.28324911,10.88587304,12.40823832,12.83206344,11.34141244,10.46646357,11.12347093,16.21894208,13.86744232,10.9271157
Burundi,BDI,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,2.678571565,2.586206998,3.278688432,4.511278234,5.369127352,6.945107043,7.09914067,7.2655599,7.799750468,8.285765787,9.771600492,10.58457672,12.92358558,11.58278964,12.58279851,11.5459676,8.707040098,11.15097548,13.79453499,12.84890102,9.217714442,9.069623983,10.65906459,8.315285422,7.81917814,7.831919937,9.839578429,9.692140425,10.70648311,10.18427887,10.81608022,10.76839328,19.237589,20.49144378,17.41392485,19.05028755,19.99239833,16.77362894,17.14142929,18.15985946,14.85669833,15.53307382,14.73298684,17.46133527,19.2272663,14.09999967,15.2,19.00000068,20.20000115,19.70000123,21.90000028,22.9000005,23.29982429,24.70016952,25.90000619,22.42238344,23.47319363,25.08628881,26.21026746,27.24477,31.3443,30.77247,30.97545233
Belgium,BEL,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,16.78872756,17.77208995,18.28771437,18.56831275,18.93092648,21.1481976,21.30525447,21.83601905,22.63148806,22.96590528,22.87076033,24.10309806,23.76188269,23.41867556,23.34821598,22.83368858,22.68750893,22.52163952,21.14320354,20.45583334,20.21728507,20.86292584,20.96093107,21.29464265,21.10193383,21.29896512,21.71838622,21.15139792,21.09491806,21.28203985,21.04019715,21.31360634,22.13888154,22.48437234,22.19721265,22.09399763,21.93878853,21.61589482,22.66614469,24.19191348,23.73268609,24.04942657,24.30335286,24.31276726,24.23389585,23.61508745,23.26203662,23.03246309,23.14146612,23.0407994,24.59849065,24.02378726,24.18007113
Benin,BEN,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,10.15443972,10.1673019,10.84899208,10.62617346,9.135817319,8.848297928,8.227383684,9.211889454,8.994124888,8.925408126,9.738464884,10.04720073,10.14360009,9.962642661,8.613715347,9.251216756,8.592743367,8.30837052,8.315875427,8.024981822,8.642612054,9.158074132,10.48967807,14.42261668,13.62943831,15.36824695,15.25827303,15.54640316,13.19014902,11.08432376,17.56947322,16.18161489,15.75274587,15.25465256,15.63296152,14.44764694,13.51209555,13.21297326,13.11551356,8.145936891,8.08059451,8.083390197,7.786332661,8.8288176,8.809467805,8.991073644,9.666734707,9.568485256,10.23358845,11.28862086,11.21186949,11.02354197,11.12830074,11.04223423,10.18019708,11.41138015,10.28081876,10.47898429,10.41050539,10.34206324,11.39936215,10.07596453,10.05783925
Burkina Faso,BFA,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,7.426520618,7.653687078,7.548399716,7.386399107,6.982249939,5.051047597,4.597109739,4.319566075,6.058513877,5.912150807,6.944996807,7.135971196,7.265539906,8.082187132,8.265655058,12.8924457,10.13236873,10.03237195,10.04805436,10.79469737,9.229188352,9.254215662,13.78600966,14.37706139,13.0435475,17.30244844,18.99233284,19.93957569,20.01994804,20.13822427,21.05699527,21.69109965,21.73352836,21.34021482,26.06491754,25.19868555,24.38959409,23.73326288,22.29735612,12.05836398,14.1091885,14.62560116,14.5898516,13.58686083,14.2360467,13.79282752,15.10212002,16.69010982,14.67009284,15.21962462,14.45752802,14.28662538,14.25458177,14.65558629,15.47477861,15.94408026,16.5070966,17.73932315,18.41940948,20.24347648,,,
Bangladesh,BGD,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,6.191580789,6.352941491,6.313089144,6.941558992,8.360517991,9.058196915,12.95106543,11.20487579,11.97743145,13.25438212,13.37724109,,,3.938778141,4.642720575,3.163783965,4.067941007,5.089239041,4.875570878,6.283768599,6.141040648,4.391320116,4.432335171,4.309127108,4.344627406,4.030633296,4.20118153,4.143173681,4.165375363,4.153944234,4.053250168,4.136331634,4.45122187,4.953838696,4.883159453,4.629886125,4.727499218,4.90298209,5.12567978,5.039615203,4.973121383,4.845659837,5.022648565,5.128298617,5.174383111,5.180225165,5.440078557,5.359456215,5.178276878,5.093745166,5.075325836,5.097446688,5.039342518,5.116131642,5.337520757,5.404240381,5.865298315,6.02233216,5.959166931,6.238188771,5.971207292,5.882748688,5.698999556
Bulgaria,BGR,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,13.69857702,14.73506363,15.01051253,15.49609923,15.13029311,16.57539584,16.94786746,16.87292815,16.32385885,16.53469499,18.18658489,19.03316139,20.33615538,18.85580462,17.18930746,15.34816415,13.84900548,12.14316755,18.3452571,19.60650301,19.78511197,19.3684559,19.17815384,20.11058982,19.36190989,18.15356665,18.14694053,16.68832576,17.14982579,16.73935743,16.50446634,15.85032827,15.79052344,17.08486874,16.83265399,16.08416117,15.58277019,15.57641051,16.4143433,16.70318393,19.39162239,18.94450658,18.6211839
Bahrain,BHR,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,13.02996287,14.46429941,17.01925883,18.12161777,20.57882874,22.78056951,27.21964799,24.37666806,24.36606566,24.55427136,24.21403421,23.39113902,23.85803851,22.27279701,21.0184379,20.84659547,20.23711024,19.48225948,20.76469829,20.81542562,16.20882426,17.26048503,17.66902494,17.31598197,15.43849076,14.05673324,12.71122009,12.09977872,11.29301873,13.97822783,12.927549,13.83595194,15.44231232,15.55222627,16.12526267,17.6852499,17.11113953,16.62645616,16.28607455,15.68993595,17.13692906,15.80303338,
"Bahamas, The",BHS,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,15.32959327,15.42527631,12.61624736,12.50655283,13.83105503,13.23575999,13.73499538,12.93420215,12.45744872,12.13751264,12.02652955,,13.56205095,12.85912824,14.16127747,13.74300418,12.87160414,14.81067812,13.88743074,14.32169576,10.03575286,9.524060399,9.181571266,9.254042917,9.646746808,9.529160605,9.721434619,10.02397494,9.751733393,10.23875679,10.09762355,11.18468554,12.67286184,12.51713591,13.75906737,13.08800895,12.7257924,11.98271311,11.52841196,10.83670899,11.89537683,11.46235064,12.52038871,15.58136674,14.11135015,13.81906431
Bosnia and Herzegovina,BIH,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.60180026,23.40543273,23.43740197,22.79861714,21.90623133,21.65630793,20.97481451,21.08047369,22.08140766,23.46152676,23.12709664,23.08998934,23.36542923,22.82577748,22.86104414,21.96980753,20.90945001,20.16533362,19.65735729,19.35897003,20.75034602,19.43161783,18.95466357
Belarus,BLR,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.78752887,22.22222222,15.2173913,18.47715736,20.51368516,20.5497393,20.55160838,20.3219475,19.86467491,19.50365227,19.47853029,21.55276827,21.02929418,21.37930469,20.60317892,20.78531239,19.20736246,18.52317648,16.52497712,16.10007087,16.02139549,13.44835555,13.56669729,13.42981131,13.75420395,14.92158825,15.65366671,15.65325113,15.73986266,16.84306624,16.96488803,16.81601547,17.10054657
Belize,BLZ,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,15.45878499,16.50066797,18.77780497,18.83325286,17.84527799,19.02438177,18.46734149,16.09283346,14.94312319,13.70205636,8.189262966,8.347245409,13.04974766,12.71637816,13.35061568,13.50030544,13.79917792,15.20737327,15.42669584,15.23076923,14.4265233,15.21926053,15.65287916,15.6779661,15.11335013,14.67670202,13.75711575,14.44575472,14.83516484,16.21541208,16.42220305,16.40560594,16.13242249,16.5065287,16.25350795,17.05496494,17.9765331,18.65704287,19.2224622,18.5392096,17.01923077,16.21513145,10.85333146
Bermuda,BMU,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.81634498,14.04464435,14.10601255,13.65583545,12.83491644,12.50314635,12.13059125,11.62692886,11.72832407,12.25672917,12.72518214,12.60663374,12.32898484
Bolivia,BOL,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,8.6403215,9.236453202,9.235967712,9.640864714,9.50023209,11.51810585,11.62264151,10.88094443,10.57692308,10.44911264,9.700380732,10.33343577,10.16148325,9.852801519,9.394184552,10.48048547,10.84566558,11.72790759,12.68716258,15.06706574,13.84155187,13.29067434,11.8016428,9.028303942,13.30959908,10.56129958,9.447474897,11.12570753,11.38651598,11.94065921,11.75548158,12.07473086,12.87050163,13.37043667,13.5679064,13.57262015,13.32726662,13.903529,14.21887081,14.79789254,14.53929951,15.72413022,15.96789024,16.52114142,16.2585362,15.9745575,14.35423266,14.0586525,13.27737469,14.70876484,13.83121845,13.77710153,13.43962697,13.84151434,14.70704664,17.49525823,17.4582522,17.02164003,17.52564469,18.143092,19.73863445,19.33598116,
Brazil,BRA,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,12.55969559,12.91621691,12.09640949,12.73684744,11.85196852,10.54568472,10.66906582,11.35438435,11.11499376,10.89828287,11.32463542,11.09811523,10.77209133,9.906429753,9.329838754,10.18518003,10.48709455,9.426307445,9.680528521,9.900438591,9.106317447,9.518741601,10.38810162,10.3559482,9.194649875,10.43389007,11.15920461,12.63745793,13.49295269,15.49913731,19.29092009,17.89984408,17.06301559,17.66402304,17.86571651,20.92792486,19.75082652,19.5352948,20.07053158,19.78269077,18.76784574,19.34329501,19.80966235,19.07747849,18.46758392,18.89000143,19.03891693,18.94298761,18.83939288,19.6506384,19.01685785,18.66925693,18.53010326,18.892479,19.15353871,19.77681995,20.37929743,20.1619047,19.89508778,19.98358128,20.13515301,18.61781505,18.03373982
Barbados,BRB,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,16.58594286,17.32875089,17.31859713,17.05651453,15.59741897,12.68172888,14.3328871,14.05382315,13.92196299,14.30786268,16.0952381,15.0594282,14.51283547,14.73669775,15.21933086,14.19322955,13.35137795,12.18191109,12.4939759,12.12156228,12.33236152,13.29617164,12.99303483,13.42393223,12.99646286,13.53979408,13.77148469,14.63866087,19.33946098,17.67019887,16.69721168,14.50757884,13.01405606,13.32227332,15.85697474,15.42611723,15.46744713,15.21473306,14.79012564,14.34797898,13.60777504,13.42030962,12.14684134,11.79157556,10.90670047,12.28969562,12.92373756,
Brunei Darussalam,BRN,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,17.27696659,17.28992203,9.271636188,7.499763414,4.258017757,3.854291384,8.300485143,4.379641173,5.522985042,9.453587563,,,,,,24.30203274,22.0184924,22.58014073,23.33088775,25.83659934,27.02226494,26.75111773,25.21835575,25.16521964,29.86725664,28.61356932,25.81437193,29.39855955,27.16979368,24.06778542,22.0528861,18.4087001,18.06175861,22.62047295,17.1409802,23.28761858,22.15088283,18.72720251,18.43938971,20.16431821,21.41841615,25.06167623,26.22271781,26.47721239,24.1412808,25.04039622,25.43098625,22.467059,20.12423823
Bhutan,BTN,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,24.12379685,20.26774448,20.87259983,21.59281041,24.84659438,25.03393443,19.56814054,14.62729186,13.15285742,20.45855984,16.95489053,14.18330262,15.01993305,17.10280687,15.54580509,18.82210862,21.69994115,22.78158252,20.26598716,19.03851808,22.70440369,22.23192117,21.2904643,21.03882204,21.49788226,22.51105877,21.80513897,19.57193948,19.41844651,21.90097299,20.46793617,20.55486406,19.63630289,17.75719904,17.35050126,18.25620434,17.27504382,16.80426258,17.11690279,18.2584531,20.82395892,21.6691057,
Botswana,BWA,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,18.13572057,19.44351125,20.91109686,22.24424332,23.51011903,25.6097561,26.28726287,25.80292275,23.68421053,20.70207021,18.78172589,16.35462555,13.33595594,14.5175568,17.21567685,18.97963069,21.39103555,23.15581854,21.12690459,19.41035618,21.33891213,24.80801336,26.0513851,25.84671618,25.01163837,22.98262571,23.96728954,26.89649947,23.88953224,22.66417748,24.13663531,24.22858577,26.35775443,27.99667272,28.62365102,30.0544448,26.19377098,28.18232412,30.06915629,27.41094735,24.90272901,23.48663222,22.37912599,22.00871606,20.53234394,19.40074506,27.72003485,27.9076686,30.49585019,35.93775857,30.77526004,28.33111949,31.83837995,31.06332226,29.25379138,31.639399,28.47572185,28.87808593,29.09851897,31.64193949,36.14305096,31.55259675,27.65974496
Central African Republic,CAF,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,19.27271841,19.20530101,20.32786632,19.55835913,22.41378982,22.22221951,21.39175,22.08436228,20.01059656,20.0479582,20.0881472,18.92888848,18.95033509,19.52227236,19.93090883,17.12841113,13.54320889,12.3562941,14.08034867,15.63046965,15.14251901,14.98940763,15.90076682,16.89240616,14.24470671,15.1284922,15.58740965,17.46319353,16.13200336,15.80097248,15.37979121,16.63007924,17.12658841,15.25008078,16.48369786,14.91329064,12.90660621,11.85407002,11.46030283,16.98323652,16.28453179,14.01013716,13.82937553,10.35783884,10.43260003,8.707973735,6.858067101,6.366866727,7.052392414,7.184390029,7.6361827,7.147708757,10.91988598,17.35920513,15.53093382,14.77679854,14.40810862,14.06703431,7.700010003,8.044640002,9.677040002,9.093219999,8.341855345
Canada,CAN,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,16.45532864,16.36558203,16.41916306,16.4084965,16.35967795,17.15504226,18.4224958,19.15115209,19.70430578,20.98812952,21.11498452,21.06343475,20.40105171,20.75557563,22.33178323,22.17157221,22.67901921,22.14319983,21.41696588,21.51096166,21.40200566,22.94934579,22.6673091,22.03529977,22.05440906,22.09293052,21.50552986,21.12143361,21.36874441,22.61822772,24.01674046,24.44462694,23.88609935,22.67794821,21.65854398,20.76051889,19.85334576,19.83660433,19.32073772,19.10641618,19.50932038,19.77871921,19.89620177,19.41748445,19.07591098,19.24876418,19.2505356,19.71943948,21.96458551,21.47545746,21.14586686,21.05784518,20.70433471,20.26656013,20.87782513,21.04804019,20.70333139,20.6814327,20.66349609,22.80645939,21.86061783,20.97691337
Central Europe and the Baltics,CEB,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.62587227,19.1496538,18.89914256,18.72519946,19.35760934,19.17505026,19.15484929,19.3604765,19.91388628,19.03434186,18.9424899,18.82000571,18.08626388,18.54802252,19.33605527,19.16928187,18.23298991,18.01449067,18.21917676,18.16089973,17.87353779,18.0376595,17.94682435,18.11431827,18.56079266,20.00843804,19.56869473,18.54349889
Switzerland,CHE,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,9.435802751,9.594401215,9.836800383,10.1165877,9.91598892,10.02352674,10.16372838,10.11275128,10.30170751,10.72596314,10.87498244,11.45947321,11.82865692,11.83992733,11.8569071,11.8081945,11.89582895,11.63008159,11.33429094,11.35200086,11.15989094,11.16376749,11.54289756,11.73489356,11.5149096,11.24825181,10.74276517,10.42441003,10.5706989,11.38462464,11.18361218,11.27557156,11.31492738,11.41257917,11.48163647,11.53756702,11.51496174,11.5093915,11.26492075,11.35490376,12.13967585,12.13282418,11.6493045
Channel Islands,CHI,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,10.36342321,10.54059695,11.11307733,9.624494512,9.543031226,10.71680887,11.22907154,11.17981479,11.08949416,11.12082914,12.79047319,15.26315375,16.0812142,13.15222244,15.74537737,15.68520646,13.98082549,14.57379078,14.42988934,14.29613582,12.44806607,12.98310668,15.77888445,14.34981813,13.47116546,12.22774722,12.58092149,10.88199331,10.36425381,10.0873312,9.754708883,9.66571147,9.673892844,10.03354285,9.948696401,9.829099681,11.30423878,11.43764382,11.80758644,12.6522046,12.59092587,12.64309768,12.74859387,12.17818844,11.43020951,10.95363055,10.29711546,10.54595528,11.26492919,12.86852779,12.54617695,12.31119091,12.32593151,12.78558422,13.22632598,13.59211772,14.34266762,14.6487132,14.85647376,15.23677283,16.01274467,14.65610471,14.40246478
China,CHN,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,12.44084207,14.29842363,12.68885257,13.53493534,12.68448891,11.78732184,12.08921062,10.90604918,11.12674784,11.73921988,10.96178313,11.84430263,12.00986517,11.47924062,12.04893315,11.70396854,12.67182894,12.53929493,12.89906859,13.77944373,13.75004254,13.18256175,13.20821892,13.9557469,15.07313199,14.21394889,13.85198257,13.10862977,12.49787459,13.18826217,13.65652116,14.00163365,14.44066306,14.35274033,14.09123646,13.3081123,13.19822745,13.75263695,14.94601068,16.36569096,16.83842985,16.41343935,16.07042441,15.31420932,14.62534231,14.79766254,14.82051595,14.62676193,14.48561439,14.75297613,14.58702058,15.23886494,15.75607839,15.88401589,15.81704465,16.21788677,16.36375556,16.32486222,16.53580834,16.77051091,17.13013342,15.80813811,
Cote d'Ivoire,CIV,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,7.938126442,8.871395906,9.468811393,9.424679921,10.03015261,10.78083389,10.73131997,10.96096033,11.22320633,12.20683798,13.5719638,15.93306013,15.59747152,15.75745186,16.197564,16.99221122,16.18491876,13.62396029,16.28898368,18.19116692,16.85659782,17.61368726,17.39322871,16.85854646,15.1630712,14.08702256,15.12813471,16.29444035,17.10272489,18.25427832,16.79974696,16.36124862,17.44182079,15.47440268,12.02411027,10.60824153,,,,,,,,,,,,,,,,,,,,8.74234998,9.227284828,9.604404302,9.397655543,10.26442356,10.43133804,,
